centrality	0	92  0   0
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
2.75	2.7	2.8	5.016e-04	1.693e-05	-1.693e-05	5.333e-05	-5.333e-05
3.25	3.2	3.3	1.577e-04	7.196e-06	-7.196e-06	1.695e-05	-1.695e-05
3.75	3.7	3.8	5.268e-05	2.918e-06	-2.918e-06	5.762e-06	-5.762e-06
4.25	4.2	4.3	1.916e-05	1.691e-06	-1.691e-06	2.118e-06	-2.118e-06
4.75	4.7	4.8	7.632e-06	9.743e-07	-9.743e-07	8.505e-07	-8.505e-07
5.25	5.2	5.3	4.171e-06	7.104e-07	-7.104e-07	4.744e-07	-4.744e-07
5.75	5.7	5.8	1.548e-06	3.548e-07	-3.548e-07	2.442e-07	-2.442e-07
6.25	6.2	6.3	9.173e-07	2.544e-07	-2.544e-07	1.468e-07	-1.468e-07

centrality	80	92	7	2
pt	ptlow	pthigh	inv.yield	stat +	stat -	sys +	sys -
1.25	1.2	1.3	3.183e-02	7.086e-04	-7.086e-04	3.862e-03	-3.862e-03
1.75	1.7	1.8	5.587e-03	1.327e-04	-1.327e-04	6.811e-04	-6.811e-04
2.25	2.2	2.3	1.250e-03	3.905e-05	-3.905e-05	1.524e-04	-1.524e-04
2.75	2.7	2.8	3.192e-04	1.277e-05	-1.277e-05	3.962e-05	-3.962e-05
3.25	3.2	3.3	9.161e-05	6.577e-06	-6.577e-06	1.108e-05	-1.108e-05
3.75	3.7	3.8	3.496e-05	2.941e-06	-2.941e-06	4.409e-06	-4.409e-06
4.25	4.2	4.3	1.069e-05	1.633e-06	-1.633e-06	1.283e-06	-1.283e-06
4.75	4.7	4.8	5.584e-06	1.023e-06	-1.023e-06	6.662e-07	-6.662e-07
5.25	5.2	5.3	2.698e-06	6.544e-07	-6.544e-07	4.192e-07	-4.192e-07
5.75	5.7	5.8	8.582e-07	3.504e-07	-3.504e-07	1.354e-07	-1.354e-07
